 v-sweep         v(VREF)         v(VIN)          v(VOUT)        
 1.19600000e+00  5.00000000e-01  1.19600000e+00  1.79960368e+00 
 1.19700000e+00  5.00000000e-01  1.19700000e+00  1.79960795e+00 
 1.19800000e+00  5.00000000e-01  1.19800000e+00  1.79961220e+00 
 1.19900000e+00  5.00000000e-01  1.19900000e+00  1.79961644e+00 
 1.20000000e+00  5.00000000e-01  1.20000000e+00  1.79962065e+00 
 1.20100000e+00  5.00000000e-01  1.20100000e+00  1.79962485e+00 
 1.20200000e+00  5.00000000e-01  1.20200000e+00  1.79962904e+00 
 1.20300000e+00  5.00000000e-01  1.20300000e+00  1.79963320e+00 
 1.20400000e+00  5.00000000e-01  1.20400000e+00  1.79963735e+00 
 1.20500000e+00  5.00000000e-01  1.20500000e+00  1.79964149e+00 
 1.20600000e+00  5.00000000e-01  1.20600000e+00  1.79964560e+00 
 1.20700000e+00  5.00000000e-01  1.20700000e+00  1.79964970e+00 
 1.20800000e+00  5.00000000e-01  1.20800000e+00  1.79965378e+00 
 1.20900000e+00  5.00000000e-01  1.20900000e+00  1.79965785e+00 
 1.21000000e+00  5.00000000e-01  1.21000000e+00  1.79966188e+00 
 1.21100000e+00  5.00000000e-01  1.21100000e+00  1.79966591e+00 
 1.21200000e+00  5.00000000e-01  1.21200000e+00  1.79966992e+00 
 1.21300000e+00  5.00000000e-01  1.21300000e+00  1.79967391e+00 
 1.21400000e+00  5.00000000e-01  1.21400000e+00  1.79967788e+00 
 1.21500000e+00  5.00000000e-01  1.21500000e+00  1.79968183e+00 
 1.21600000e+00  5.00000000e-01  1.21600000e+00  1.79968577e+00 
 1.21700000e+00  5.00000000e-01  1.21700000e+00  1.79968968e+00 
 1.21800000e+00  5.00000000e-01  1.21800000e+00  1.79969357e+00 
 1.21900000e+00  5.00000000e-01  1.21900000e+00  1.79969745e+00 
 1.22000000e+00  5.00000000e-01  1.22000000e+00  1.79970131e+00 
 1.22100000e+00  5.00000000e-01  1.22100000e+00  1.79970514e+00 
 1.22200000e+00  5.00000000e-01  1.22200000e+00  1.79970896e+00 
 1.22300000e+00  5.00000000e-01  1.22300000e+00  1.79971276e+00 
 1.22400000e+00  5.00000000e-01  1.22400000e+00  1.79971654e+00 
 1.22500000e+00  5.00000000e-01  1.22500000e+00  1.79972029e+00 
 1.22600000e+00  5.00000000e-01  1.22600000e+00  1.79972402e+00 
 1.22700000e+00  5.00000000e-01  1.22700000e+00  1.79972774e+00 
 1.22800000e+00  5.00000000e-01  1.22800000e+00  1.79973143e+00 
 1.22900000e+00  5.00000000e-01  1.22900000e+00  1.79973511e+00 
 1.23000000e+00  5.00000000e-01  1.23000000e+00  1.79973876e+00 
 1.23100000e+00  5.00000000e-01  1.23100000e+00  1.79974239e+00 
 1.23200000e+00  5.00000000e-01  1.23200000e+00  1.79974600e+00 
 1.23300000e+00  5.00000000e-01  1.23300000e+00  1.79974958e+00 
 1.23400000e+00  5.00000000e-01  1.23400000e+00  1.79975315e+00 
 1.23500000e+00  5.00000000e-01  1.23500000e+00  1.79975670e+00 
 1.23600000e+00  5.00000000e-01  1.23600000e+00  1.79976021e+00 
 1.23700000e+00  5.00000000e-01  1.23700000e+00  1.79976371e+00 
 1.23800000e+00  5.00000000e-01  1.23800000e+00  1.79976719e+00 
 1.23900000e+00  5.00000000e-01  1.23900000e+00  1.79977064e+00 
 1.24000000e+00  5.00000000e-01  1.24000000e+00  1.79977407e+00 
 1.24100000e+00  5.00000000e-01  1.24100000e+00  1.79977747e+00 
 1.24200000e+00  5.00000000e-01  1.24200000e+00  1.79978086e+00 
 1.24300000e+00  5.00000000e-01  1.24300000e+00  1.79978421e+00 
 1.24400000e+00  5.00000000e-01  1.24400000e+00  1.79978755e+00 
 1.24500000e+00  5.00000000e-01  1.24500000e+00  1.79979087e+00 
 1.24600000e+00  5.00000000e-01  1.24600000e+00  1.79979415e+00 
 1.24700000e+00  5.00000000e-01  1.24700000e+00  1.79979741e+00 
 1.24800000e+00  5.00000000e-01  1.24800000e+00  1.79980065e+00 
 1.24900000e+00  5.00000000e-01  1.24900000e+00  1.79980386e+00 
 1.25000000e+00  5.00000000e-01  1.25000000e+00  1.79980705e+00 
 1.25100000e+00  5.00000000e-01  1.25100000e+00  1.79981021e+00 
 1.25200000e+00  5.00000000e-01  1.25200000e+00  1.79981335e+00 
 1.25300000e+00  5.00000000e-01  1.25300000e+00  1.79981646e+00 
 1.25400000e+00  5.00000000e-01  1.25400000e+00  1.79981955e+00 
 1.25500000e+00  5.00000000e-01  1.25500000e+00  1.79982261e+00 
 1.25600000e+00  5.00000000e-01  1.25600000e+00  1.79982564e+00 
 1.25700000e+00  5.00000000e-01  1.25700000e+00  1.79982865e+00 
 1.25800000e+00  5.00000000e-01  1.25800000e+00  1.79983164e+00 
 1.25900000e+00  5.00000000e-01  1.25900000e+00  1.79983459e+00 
 1.26000000e+00  5.00000000e-01  1.26000000e+00  1.79983752e+00 
 1.26100000e+00  5.00000000e-01  1.26100000e+00  1.79984042e+00 
 1.26200000e+00  5.00000000e-01  1.26200000e+00  1.79984329e+00 
 1.26300000e+00  5.00000000e-01  1.26300000e+00  1.79984614e+00 
 1.26400000e+00  5.00000000e-01  1.26400000e+00  1.79984895e+00 
 1.26500000e+00  5.00000000e-01  1.26500000e+00  1.79985174e+00 
 1.26600000e+00  5.00000000e-01  1.26600000e+00  1.79985451e+00 
 1.26700000e+00  5.00000000e-01  1.26700000e+00  1.79985724e+00 
 1.26800000e+00  5.00000000e-01  1.26800000e+00  1.79985995e+00 
 1.26900000e+00  5.00000000e-01  1.26900000e+00  1.79986262e+00 
 1.27000000e+00  5.00000000e-01  1.27000000e+00  1.79986527e+00 
 1.27100000e+00  5.00000000e-01  1.27100000e+00  1.79986789e+00 
 1.27200000e+00  5.00000000e-01  1.27200000e+00  1.79987048e+00 
 1.27300000e+00  5.00000000e-01  1.27300000e+00  1.79987304e+00 
 1.27400000e+00  5.00000000e-01  1.27400000e+00  1.79987557e+00 
 1.27500000e+00  5.00000000e-01  1.27500000e+00  1.79987807e+00 
 1.27600000e+00  5.00000000e-01  1.27600000e+00  1.79988055e+00 
 1.27700000e+00  5.00000000e-01  1.27700000e+00  1.79988299e+00 
 1.27800000e+00  5.00000000e-01  1.27800000e+00  1.79988541e+00 
 1.27900000e+00  5.00000000e-01  1.27900000e+00  1.79988779e+00 
 1.28000000e+00  5.00000000e-01  1.28000000e+00  1.79989014e+00 
 1.28100000e+00  5.00000000e-01  1.28100000e+00  1.79989247e+00 
 1.28200000e+00  5.00000000e-01  1.28200000e+00  1.79989476e+00 
 1.28300000e+00  5.00000000e-01  1.28300000e+00  1.79989702e+00 
 1.28400000e+00  5.00000000e-01  1.28400000e+00  1.79989925e+00 
 1.28500000e+00  5.00000000e-01  1.28500000e+00  1.79990146e+00 
 1.28600000e+00  5.00000000e-01  1.28600000e+00  1.79990363e+00 
 1.28700000e+00  5.00000000e-01  1.28700000e+00  1.79990577e+00 
 1.28800000e+00  5.00000000e-01  1.28800000e+00  1.79990788e+00 
 1.28900000e+00  5.00000000e-01  1.28900000e+00  1.79990995e+00 
 1.29000000e+00  5.00000000e-01  1.29000000e+00  1.79991201e+00 
 1.29100000e+00  5.00000000e-01  1.29100000e+00  1.79991403e+00 
 1.29200000e+00  5.00000000e-01  1.29200000e+00  1.79991601e+00 
 1.29300000e+00  5.00000000e-01  1.29300000e+00  1.79991796e+00 
 1.29400000e+00  5.00000000e-01  1.29400000e+00  1.79991989e+00 
 1.29500000e+00  5.00000000e-01  1.29500000e+00  1.79992179e+00 
 1.29600000e+00  5.00000000e-01  1.29600000e+00  1.79992365e+00 
 1.29700000e+00  5.00000000e-01  1.29700000e+00  1.79992549e+00 
 1.29800000e+00  5.00000000e-01  1.29800000e+00  1.79992729e+00 
 1.29900000e+00  5.00000000e-01  1.29900000e+00  1.79992907e+00 
 1.30000000e+00  5.00000000e-01  1.30000000e+00  1.79993081e+00 
 1.30100000e+00  5.00000000e-01  1.30100000e+00  1.79993252e+00 
 1.30200000e+00  5.00000000e-01  1.30200000e+00  1.79993420e+00 
 1.30300000e+00  5.00000000e-01  1.30300000e+00  1.79993585e+00 
 1.30400000e+00  5.00000000e-01  1.30400000e+00  1.79993747e+00 
 1.30500000e+00  5.00000000e-01  1.30500000e+00  1.79993907e+00 
 1.30600000e+00  5.00000000e-01  1.30600000e+00  1.79994063e+00 
 1.30700000e+00  5.00000000e-01  1.30700000e+00  1.79994216e+00 
 1.30800000e+00  5.00000000e-01  1.30800000e+00  1.79994367e+00 
 1.30900000e+00  5.00000000e-01  1.30900000e+00  1.79994514e+00 
 1.31000000e+00  5.00000000e-01  1.31000000e+00  1.79994659e+00 
 1.31100000e+00  5.00000000e-01  1.31100000e+00  1.79994801e+00 
 1.31200000e+00  5.00000000e-01  1.31200000e+00  1.79994939e+00 
 1.31300000e+00  5.00000000e-01  1.31300000e+00  1.79995075e+00 
 1.31400000e+00  5.00000000e-01  1.31400000e+00  1.79995208e+00 
 1.31500000e+00  5.00000000e-01  1.31500000e+00  1.79995339e+00 
 1.31600000e+00  5.00000000e-01  1.31600000e+00  1.79995466e+00 
 1.31700000e+00  5.00000000e-01  1.31700000e+00  1.79995591e+00 
 1.31800000e+00  5.00000000e-01  1.31800000e+00  1.79995713e+00 
 1.31900000e+00  5.00000000e-01  1.31900000e+00  1.79995833e+00 
 1.32000000e+00  5.00000000e-01  1.32000000e+00  1.79995949e+00 
 1.32100000e+00  5.00000000e-01  1.32100000e+00  1.79996064e+00 
 1.32200000e+00  5.00000000e-01  1.32200000e+00  1.79996175e+00 
 1.32300000e+00  5.00000000e-01  1.32300000e+00  1.79996284e+00 
 1.32400000e+00  5.00000000e-01  1.32400000e+00  1.79996390e+00 
 1.32500000e+00  5.00000000e-01  1.32500000e+00  1.79996494e+00 
 1.32600000e+00  5.00000000e-01  1.32600000e+00  1.79996595e+00 
 1.32700000e+00  5.00000000e-01  1.32700000e+00  1.79996694e+00 
 1.32800000e+00  5.00000000e-01  1.32800000e+00  1.79996790e+00 
 1.32900000e+00  5.00000000e-01  1.32900000e+00  1.79996885e+00 
 1.33000000e+00  5.00000000e-01  1.33000000e+00  1.79996977e+00 
 1.33100000e+00  5.00000000e-01  1.33100000e+00  1.79997066e+00 
 1.33200000e+00  5.00000000e-01  1.33200000e+00  1.79997153e+00 
 1.33300000e+00  5.00000000e-01  1.33300000e+00  1.79997238e+00 
 1.33400000e+00  5.00000000e-01  1.33400000e+00  1.79997321e+00 
 1.33500000e+00  5.00000000e-01  1.33500000e+00  1.79997401e+00 
 1.33600000e+00  5.00000000e-01  1.33600000e+00  1.79997479e+00 
 1.33700000e+00  5.00000000e-01  1.33700000e+00  1.79997556e+00 
 1.33800000e+00  5.00000000e-01  1.33800000e+00  1.79997630e+00 
 1.33900000e+00  5.00000000e-01  1.33900000e+00  1.79997702e+00 
 1.34000000e+00  5.00000000e-01  1.34000000e+00  1.79997772e+00 
 1.34100000e+00  5.00000000e-01  1.34100000e+00  1.79997840e+00 
 1.34200000e+00  5.00000000e-01  1.34200000e+00  1.79997906e+00 
 1.34300000e+00  5.00000000e-01  1.34300000e+00  1.79997971e+00 
 1.34400000e+00  5.00000000e-01  1.34400000e+00  1.79998033e+00 
 1.34500000e+00  5.00000000e-01  1.34500000e+00  1.79998094e+00 
 1.34600000e+00  5.00000000e-01  1.34600000e+00  1.79998153e+00 
 1.34700000e+00  5.00000000e-01  1.34700000e+00  1.79998210e+00 
 1.34800000e+00  5.00000000e-01  1.34800000e+00  1.79998266e+00 
 1.34900000e+00  5.00000000e-01  1.34900000e+00  1.79998320e+00 
 1.35000000e+00  5.00000000e-01  1.35000000e+00  1.79998372e+00 
 1.35100000e+00  5.00000000e-01  1.35100000e+00  1.79998423e+00 
 1.35200000e+00  5.00000000e-01  1.35200000e+00  1.79998472e+00 
 1.35300000e+00  5.00000000e-01  1.35300000e+00  1.79998519e+00 
 1.35400000e+00  5.00000000e-01  1.35400000e+00  1.79998565e+00 
 1.35500000e+00  5.00000000e-01  1.35500000e+00  1.79998610e+00 
 1.35600000e+00  5.00000000e-01  1.35600000e+00  1.79998654e+00 
 1.35700000e+00  5.00000000e-01  1.35700000e+00  1.79998695e+00 
 1.35800000e+00  5.00000000e-01  1.35800000e+00  1.79998736e+00 
 1.35900000e+00  5.00000000e-01  1.35900000e+00  1.79998775e+00 
 1.36000000e+00  5.00000000e-01  1.36000000e+00  1.79998814e+00 
 1.36100000e+00  5.00000000e-01  1.36100000e+00  1.79998850e+00 
 1.36200000e+00  5.00000000e-01  1.36200000e+00  1.79998886e+00 
 1.36300000e+00  5.00000000e-01  1.36300000e+00  1.79998920e+00 
 1.36400000e+00  5.00000000e-01  1.36400000e+00  1.79998954e+00 
 1.36500000e+00  5.00000000e-01  1.36500000e+00  1.79998986e+00 
 1.36600000e+00  5.00000000e-01  1.36600000e+00  1.79999017e+00 
 1.36700000e+00  5.00000000e-01  1.36700000e+00  1.79999047e+00 
 1.36800000e+00  5.00000000e-01  1.36800000e+00  1.79999076e+00 
 1.36900000e+00  5.00000000e-01  1.36900000e+00  1.79999104e+00 
 1.37000000e+00  5.00000000e-01  1.37000000e+00  1.79999132e+00 
 1.37100000e+00  5.00000000e-01  1.37100000e+00  1.79999158e+00 
 1.37200000e+00  5.00000000e-01  1.37200000e+00  1.79999183e+00 
 1.37300000e+00  5.00000000e-01  1.37300000e+00  1.79999208e+00 
 1.37400000e+00  5.00000000e-01  1.37400000e+00  1.79999231e+00 
 1.37500000e+00  5.00000000e-01  1.37500000e+00  1.79999254e+00 
 1.37600000e+00  5.00000000e-01  1.37600000e+00  1.79999276e+00 
 1.37700000e+00  5.00000000e-01  1.37700000e+00  1.79999297e+00 
 1.37800000e+00  5.00000000e-01  1.37800000e+00  1.79999318e+00 
 1.37900000e+00  5.00000000e-01  1.37900000e+00  1.79999337e+00 
 1.38000000e+00  5.00000000e-01  1.38000000e+00  1.79999356e+00 
 1.38100000e+00  5.00000000e-01  1.38100000e+00  1.79999375e+00 
 1.38200000e+00  5.00000000e-01  1.38200000e+00  1.79999392e+00 
 1.38300000e+00  5.00000000e-01  1.38300000e+00  1.79999409e+00 
 1.38400000e+00  5.00000000e-01  1.38400000e+00  1.79999425e+00 
 1.38500000e+00  5.00000000e-01  1.38500000e+00  1.79999442e+00 
 1.38600000e+00  5.00000000e-01  1.38600000e+00  1.79999457e+00 
 1.38700000e+00  5.00000000e-01  1.38700000e+00  1.79999471e+00 
 1.38800000e+00  5.00000000e-01  1.38800000e+00  1.79999486e+00 
 1.38900000e+00  5.00000000e-01  1.38900000e+00  1.79999499e+00 
 1.39000000e+00  5.00000000e-01  1.39000000e+00  1.79999512e+00 
 1.39100000e+00  5.00000000e-01  1.39100000e+00  1.79999525e+00 
 1.39200000e+00  5.00000000e-01  1.39200000e+00  1.79999537e+00 
 1.39300000e+00  5.00000000e-01  1.39300000e+00  1.79999549e+00 
 1.39400000e+00  5.00000000e-01  1.39400000e+00  1.79999560e+00 
 1.39500000e+00  5.00000000e-01  1.39500000e+00  1.79999571e+00 
 1.39600000e+00  5.00000000e-01  1.39600000e+00  1.79999581e+00 
 1.39700000e+00  5.00000000e-01  1.39700000e+00  1.79999592e+00 
 1.39800000e+00  5.00000000e-01  1.39800000e+00  1.79999601e+00 
 1.39900000e+00  5.00000000e-01  1.39900000e+00  1.79999610e+00 
 1.40000000e+00  5.00000000e-01  1.40000000e+00  1.79999619e+00 
 1.40100000e+00  5.00000000e-01  1.40100000e+00  1.79999628e+00 
 1.40200000e+00  5.00000000e-01  1.40200000e+00  1.79999636e+00 
 1.40300000e+00  5.00000000e-01  1.40300000e+00  1.79999644e+00 
 1.40400000e+00  5.00000000e-01  1.40400000e+00  1.79999652e+00 
 1.40500000e+00  5.00000000e-01  1.40500000e+00  1.79999659e+00 
 1.40600000e+00  5.00000000e-01  1.40600000e+00  1.79999666e+00 
 1.40700000e+00  5.00000000e-01  1.40700000e+00  1.79999673e+00 
 1.40800000e+00  5.00000000e-01  1.40800000e+00  1.79999679e+00 
 1.40900000e+00  5.00000000e-01  1.40900000e+00  1.79999686e+00 
 1.41000000e+00  5.00000000e-01  1.41000000e+00  1.79999692e+00 
 1.41100000e+00  5.00000000e-01  1.41100000e+00  1.79999697e+00 
 1.41200000e+00  5.00000000e-01  1.41200000e+00  1.79999703e+00 
 1.41300000e+00  5.00000000e-01  1.41300000e+00  1.79999708e+00 
 1.41400000e+00  5.00000000e-01  1.41400000e+00  1.79999714e+00 
 1.41500000e+00  5.00000000e-01  1.41500000e+00  1.79999718e+00 
 1.41600000e+00  5.00000000e-01  1.41600000e+00  1.79999723e+00 
 1.41700000e+00  5.00000000e-01  1.41700000e+00  1.79999728e+00 
 1.41800000e+00  5.00000000e-01  1.41800000e+00  1.79999732e+00 
 1.41900000e+00  5.00000000e-01  1.41900000e+00  1.79999736e+00 
 1.42000000e+00  5.00000000e-01  1.42000000e+00  1.79999740e+00 
 1.42100000e+00  5.00000000e-01  1.42100000e+00  1.79999744e+00 
 1.42200000e+00  5.00000000e-01  1.42200000e+00  1.79999747e+00 
 1.42300000e+00  5.00000000e-01  1.42300000e+00  1.79999751e+00 
 1.42400000e+00  5.00000000e-01  1.42400000e+00  1.79999755e+00 
 1.42500000e+00  5.00000000e-01  1.42500000e+00  1.79999758e+00 
 1.42600000e+00  5.00000000e-01  1.42600000e+00  1.79999761e+00 
 1.42700000e+00  5.00000000e-01  1.42700000e+00  1.79999764e+00 
 1.42800000e+00  5.00000000e-01  1.42800000e+00  1.79999767e+00 
 1.42900000e+00  5.00000000e-01  1.42900000e+00  1.79999770e+00 
 1.43000000e+00  5.00000000e-01  1.43000000e+00  1.79999772e+00 
 1.43100000e+00  5.00000000e-01  1.43100000e+00  1.79999775e+00 
 1.43200000e+00  5.00000000e-01  1.43200000e+00  1.79999777e+00 
 1.43300000e+00  5.00000000e-01  1.43300000e+00  1.79999779e+00 
 1.43400000e+00  5.00000000e-01  1.43400000e+00  1.79999781e+00 
 1.43500000e+00  5.00000000e-01  1.43500000e+00  1.79999784e+00 
 1.43600000e+00  5.00000000e-01  1.43600000e+00  1.79999786e+00 
 1.43700000e+00  5.00000000e-01  1.43700000e+00  1.79999788e+00 
 1.43800000e+00  5.00000000e-01  1.43800000e+00  1.79999790e+00 
 1.43900000e+00  5.00000000e-01  1.43900000e+00  1.79999792e+00 
 1.44000000e+00  5.00000000e-01  1.44000000e+00  1.79999793e+00 
 1.44100000e+00  5.00000000e-01  1.44100000e+00  1.79999795e+00 
 1.44200000e+00  5.00000000e-01  1.44200000e+00  1.79999797e+00 
 1.44300000e+00  5.00000000e-01  1.44300000e+00  1.79999798e+00 
 1.44400000e+00  5.00000000e-01  1.44400000e+00  1.79999799e+00 
 1.44500000e+00  5.00000000e-01  1.44500000e+00  1.79999801e+00 
 1.44600000e+00  5.00000000e-01  1.44600000e+00  1.79999802e+00 
 1.44700000e+00  5.00000000e-01  1.44700000e+00  1.79999804e+00 
 1.44800000e+00  5.00000000e-01  1.44800000e+00  1.79999805e+00 
 1.44900000e+00  5.00000000e-01  1.44900000e+00  1.79999806e+00 
 1.45000000e+00  5.00000000e-01  1.45000000e+00  1.79999807e+00 
 1.45100000e+00  5.00000000e-01  1.45100000e+00  1.79999808e+00 
 1.45200000e+00  5.00000000e-01  1.45200000e+00  1.79999809e+00 
 1.45300000e+00  5.00000000e-01  1.45300000e+00  1.79999810e+00 
 1.45400000e+00  5.00000000e-01  1.45400000e+00  1.79999811e+00 
 1.45500000e+00  5.00000000e-01  1.45500000e+00  1.79999812e+00 
 1.45600000e+00  5.00000000e-01  1.45600000e+00  1.79999813e+00 
 1.45700000e+00  5.00000000e-01  1.45700000e+00  1.79999814e+00 
 1.45800000e+00  5.00000000e-01  1.45800000e+00  1.79999814e+00 
 1.45900000e+00  5.00000000e-01  1.45900000e+00  1.79999815e+00 
 1.46000000e+00  5.00000000e-01  1.46000000e+00  1.79999816e+00 
 1.46100000e+00  5.00000000e-01  1.46100000e+00  1.79999817e+00 
 1.46200000e+00  5.00000000e-01  1.46200000e+00  1.79999817e+00 
 1.46300000e+00  5.00000000e-01  1.46300000e+00  1.79999818e+00 
 1.46400000e+00  5.00000000e-01  1.46400000e+00  1.79999819e+00 
 1.46500000e+00  5.00000000e-01  1.46500000e+00  1.79999819e+00 
 1.46600000e+00  5.00000000e-01  1.46600000e+00  1.79999820e+00 
 1.46700000e+00  5.00000000e-01  1.46700000e+00  1.79999820e+00 
 1.46800000e+00  5.00000000e-01  1.46800000e+00  1.79999821e+00 
 1.46900000e+00  5.00000000e-01  1.46900000e+00  1.79999822e+00 
 1.47000000e+00  5.00000000e-01  1.47000000e+00  1.79999822e+00 
 1.47100000e+00  5.00000000e-01  1.47100000e+00  1.79999822e+00 
 1.47200000e+00  5.00000000e-01  1.47200000e+00  1.79999823e+00 
 1.47300000e+00  5.00000000e-01  1.47300000e+00  1.79999823e+00 
 1.47400000e+00  5.00000000e-01  1.47400000e+00  1.79999824e+00 
 1.47500000e+00  5.00000000e-01  1.47500000e+00  1.79999824e+00 
 1.47600000e+00  5.00000000e-01  1.47600000e+00  1.79999825e+00 
 1.47700000e+00  5.00000000e-01  1.47700000e+00  1.79999825e+00 
 1.47800000e+00  5.00000000e-01  1.47800000e+00  1.79999825e+00 
 1.47900000e+00  5.00000000e-01  1.47900000e+00  1.79999825e+00 
 1.48000000e+00  5.00000000e-01  1.48000000e+00  1.79999826e+00 
 1.48100000e+00  5.00000000e-01  1.48100000e+00  1.79999826e+00 
 1.48200000e+00  5.00000000e-01  1.48200000e+00  1.79999826e+00 
 1.48300000e+00  5.00000000e-01  1.48300000e+00  1.79999826e+00 
 1.48400000e+00  5.00000000e-01  1.48400000e+00  1.79999827e+00 
 1.48500000e+00  5.00000000e-01  1.48500000e+00  1.79999827e+00 
 1.48600000e+00  5.00000000e-01  1.48600000e+00  1.79999827e+00 
 1.48700000e+00  5.00000000e-01  1.48700000e+00  1.79999828e+00 
 1.48800000e+00  5.00000000e-01  1.48800000e+00  1.79999828e+00 
 1.48900000e+00  5.00000000e-01  1.48900000e+00  1.79999828e+00 
 1.49000000e+00  5.00000000e-01  1.49000000e+00  1.79999828e+00 
 1.49100000e+00  5.00000000e-01  1.49100000e+00  1.79999828e+00 
 1.49200000e+00  5.00000000e-01  1.49200000e+00  1.79999829e+00 
 1.49300000e+00  5.00000000e-01  1.49300000e+00  1.79999829e+00 
 1.49400000e+00  5.00000000e-01  1.49400000e+00  1.79999829e+00 
 1.49500000e+00  5.00000000e-01  1.49500000e+00  1.79999829e+00 
 1.49600000e+00  5.00000000e-01  1.49600000e+00  1.79999829e+00 
 1.49700000e+00  5.00000000e-01  1.49700000e+00  1.79999829e+00 
 1.49800000e+00  5.00000000e-01  1.49800000e+00  1.79999829e+00 
 1.49900000e+00  5.00000000e-01  1.49900000e+00  1.79999830e+00 
 1.50000000e+00  5.00000000e-01  1.50000000e+00  1.79999830e+00 
 1.50100000e+00  5.00000000e-01  1.50100000e+00  1.79999830e+00 
 1.50200000e+00  5.00000000e-01  1.50200000e+00  1.79999830e+00 
 1.50300000e+00  5.00000000e-01  1.50300000e+00  1.79999830e+00 
 1.50400000e+00  5.00000000e-01  1.50400000e+00  1.79999830e+00 
 1.50500000e+00  5.00000000e-01  1.50500000e+00  1.79999830e+00 
 1.50600000e+00  5.00000000e-01  1.50600000e+00  1.79999830e+00 
 1.50700000e+00  5.00000000e-01  1.50700000e+00  1.79999831e+00 
 1.50800000e+00  5.00000000e-01  1.50800000e+00  1.79999831e+00 
 1.50900000e+00  5.00000000e-01  1.50900000e+00  1.79999831e+00 
 1.51000000e+00  5.00000000e-01  1.51000000e+00  1.79999831e+00 
 1.51100000e+00  5.00000000e-01  1.51100000e+00  1.79999831e+00 
 1.51200000e+00  5.00000000e-01  1.51200000e+00  1.79999831e+00 
 1.51300000e+00  5.00000000e-01  1.51300000e+00  1.79999831e+00 
 1.51400000e+00  5.00000000e-01  1.51400000e+00  1.79999831e+00 
 1.51500000e+00  5.00000000e-01  1.51500000e+00  1.79999831e+00 
 1.51600000e+00  5.00000000e-01  1.51600000e+00  1.79999831e+00 
 1.51700000e+00  5.00000000e-01  1.51700000e+00  1.79999832e+00 
 1.51800000e+00  5.00000000e-01  1.51800000e+00  1.79999832e+00 
 1.51900000e+00  5.00000000e-01  1.51900000e+00  1.79999832e+00 
 1.52000000e+00  5.00000000e-01  1.52000000e+00  1.79999832e+00 
 1.52100000e+00  5.00000000e-01  1.52100000e+00  1.79999832e+00 
 1.52200000e+00  5.00000000e-01  1.52200000e+00  1.79999831e+00 
 1.52300000e+00  5.00000000e-01  1.52300000e+00  1.79999831e+00 
 1.52400000e+00  5.00000000e-01  1.52400000e+00  1.79999832e+00 
 1.52500000e+00  5.00000000e-01  1.52500000e+00  1.79999831e+00 
 1.52600000e+00  5.00000000e-01  1.52600000e+00  1.79999832e+00 
 1.52700000e+00  5.00000000e-01  1.52700000e+00  1.79999832e+00 
 1.52800000e+00  5.00000000e-01  1.52800000e+00  1.79999832e+00 
 1.52900000e+00  5.00000000e-01  1.52900000e+00  1.79999832e+00 
 1.53000000e+00  5.00000000e-01  1.53000000e+00  1.79999832e+00 
 1.53100000e+00  5.00000000e-01  1.53100000e+00  1.79999832e+00 
 1.53200000e+00  5.00000000e-01  1.53200000e+00  1.79999832e+00 
 1.53300000e+00  5.00000000e-01  1.53300000e+00  1.79999832e+00 
 1.53400000e+00  5.00000000e-01  1.53400000e+00  1.79999832e+00 
 1.53500000e+00  5.00000000e-01  1.53500000e+00  1.79999832e+00 
 1.53600000e+00  5.00000000e-01  1.53600000e+00  1.79999832e+00 
 1.53700000e+00  5.00000000e-01  1.53700000e+00  1.79999832e+00 
 1.53800000e+00  5.00000000e-01  1.53800000e+00  1.79999832e+00 
 1.53900000e+00  5.00000000e-01  1.53900000e+00  1.79999832e+00 
 1.54000000e+00  5.00000000e-01  1.54000000e+00  1.79999832e+00 
 1.54100000e+00  5.00000000e-01  1.54100000e+00  1.79999832e+00 
 1.54200000e+00  5.00000000e-01  1.54200000e+00  1.79999832e+00 
 1.54300000e+00  5.00000000e-01  1.54300000e+00  1.79999832e+00 
 1.54400000e+00  5.00000000e-01  1.54400000e+00  1.79999832e+00 
 1.54500000e+00  5.00000000e-01  1.54500000e+00  1.79999832e+00 
 1.54600000e+00  5.00000000e-01  1.54600000e+00  1.79999832e+00 
 1.54700000e+00  5.00000000e-01  1.54700000e+00  1.79999832e+00 
 1.54800000e+00  5.00000000e-01  1.54800000e+00  1.79999832e+00 
 1.54900000e+00  5.00000000e-01  1.54900000e+00  1.79999832e+00 
 1.55000000e+00  5.00000000e-01  1.55000000e+00  1.79999832e+00 
 1.55100000e+00  5.00000000e-01  1.55100000e+00  1.79999832e+00 
 1.55200000e+00  5.00000000e-01  1.55200000e+00  1.79999832e+00 
 1.55300000e+00  5.00000000e-01  1.55300000e+00  1.79999832e+00 
 1.55400000e+00  5.00000000e-01  1.55400000e+00  1.79999832e+00 
 1.55500000e+00  5.00000000e-01  1.55500000e+00  1.79999832e+00 
 1.55600000e+00  5.00000000e-01  1.55600000e+00  1.79999832e+00 
 1.55700000e+00  5.00000000e-01  1.55700000e+00  1.79999832e+00 
 1.55800000e+00  5.00000000e-01  1.55800000e+00  1.79999832e+00 
 1.55900000e+00  5.00000000e-01  1.55900000e+00  1.79999832e+00 
 1.56000000e+00  5.00000000e-01  1.56000000e+00  1.79999832e+00 
 1.56100000e+00  5.00000000e-01  1.56100000e+00  1.79999833e+00 
 1.56200000e+00  5.00000000e-01  1.56200000e+00  1.79999833e+00 
