 frequency       Tmag            Tphase         
 1.99526231e+05  9.72452876e+00 -9.11615371e+01 
 2.23872114e+05  8.72430943e+00 -9.13133811e+01 
 2.51188643e+05  7.72403308e+00 -9.14826510e+01 
 2.81838293e+05  6.72368501e+00 -9.16715909e+01 
 3.16227766e+05  5.72324666e+00 -9.18827072e+01 
 3.54813389e+05  4.72269471e+00 -9.21187991e+01 
 3.98107171e+05  3.72199977e+00 -9.23829968e+01 
 4.46683592e+05  2.72112486e+00 -9.26788022e+01 
 5.01187234e+05  1.72002341e+00 -9.30101349e+01 
 5.62341325e+05  7.18636837e-01 -9.33813839e+01 
 6.30957344e+05 -2.83108644e-01 -9.37974645e+01 
 7.07945784e+05 -1.28530580e+00 -9.42638828e+01 
 7.94328235e+05 -2.28807148e+00 -9.47868068e+01 
 8.91250938e+05 -3.29155266e+00 -9.53731451e+01 
 1.00000000e+06 -4.29593421e+00 -9.60306369e+01 
 1.12201845e+06 -5.30144871e+00 -9.67679483e+01 
 1.25892541e+06 -6.30838873e+00 -9.75947827e+01 
 1.41253754e+06 -7.31712219e+00 -9.85219999e+01 
 1.58489319e+06 -8.32811172e+00 -9.95617500e+01 
 1.77827941e+06 -9.34193883e+00 -1.00727620e+02 
 1.99526231e+06 -1.03593349e+01 -1.02034797e+02 
 2.23872114e+06 -1.13812200e+01 -1.03500244e+02 
 2.51188643e+06 -1.24087516e+01 -1.05142902e+02 
 2.81838293e+06 -1.34433889e+01 -1.06983913e+02 
 3.16227766e+06 -1.44869743e+01 -1.09046877e+02 
 3.54813389e+06 -1.55418454e+01 -1.11358147e+02 
 3.98107171e+06 -1.66109888e+01 -1.13947178e+02 
 4.46683592e+06 -1.76982644e+01 -1.16846908e+02 
 5.01187234e+06 -1.88087470e+01 -1.20094054e+02 
 5.62341325e+06 -1.99492458e+01 -1.23728950e+02 
 6.30957344e+06 -2.11290597e+01 -1.27794050e+02 
 7.07945784e+06 -2.23609267e+01 -1.32329664e+02 
 7.94328235e+06 -2.36619596e+01 -1.37365660e+02 
 8.91250938e+06 -2.50543061e+01 -1.42909172e+02 
 1.00000000e+07 -2.65655517e+01 -1.48928621e+02 
 1.12201845e+07 -2.82290280e+01 -1.55330299e+02 
 1.25892541e+07 -3.00832457e+01 -1.61918012e+02 
 1.41253754e+07 -3.21674749e+01 -1.68326847e+02 
 1.58489319e+07 -3.45073599e+01 -1.73935821e+02 
 1.77827941e+07 -3.70805223e+01 -1.77809139e+02 
 1.99526231e+07 -3.97538422e+01 -1.78847990e+02 
 2.23872114e+07 -4.22293550e+01 -1.76544621e+02 
 2.51188643e+07 -4.41596033e+01 -1.72239329e+02 
 2.81838293e+07 -4.54743165e+01 -1.68800256e+02 
 3.16227766e+07 -4.64329183e+01 -1.68122191e+02 
 3.54813389e+07 -4.73154944e+01 -1.70239918e+02 
 3.98107171e+07 -4.82632272e+01 -1.74412451e+02 
 4.46683592e+07 -4.93126231e+01 -1.79935802e+02 
 5.01187234e+07 -5.04531326e+01 -1.86332934e+02 
 5.62341325e+07 -5.16586408e+01 -1.93315041e+02 
 6.30957344e+07 -5.29003577e+01 -2.00712309e+02 
 7.07945784e+07 -5.41512603e+01 -2.08420969e+02 
 7.94328235e+07 -5.53872844e+01 -2.16369107e+02 
 8.91250938e+07 -5.65874725e+01 -2.24496162e+02 
 1.00000000e+08 -5.77339318e+01 -2.32741575e+02 
 1.12201845e+08 -5.88118815e+01 -2.41039585e+02 
 1.25892541e+08 -5.98098077e+01 -2.49318195e+02 
 1.41253754e+08 -6.07196377e+01 -2.57500964e+02 
 1.58489319e+08 -6.15368195e+01 -2.65510545e+02 
 1.77827941e+08 -6.22602200e+01 -2.73272989e+02 
 1.99526231e+08 -6.28918055e+01 -2.80721965e+02 
 2.23872114e+08 -6.34361280e+01 -2.87802194e+02 
 2.51188643e+08 -6.38996825e+01 -2.94471646e+02 
 2.81838293e+08 -6.42902228e+01 -3.00702353e+02 
 3.16227766e+08 -6.46161170e+01 -3.06479945e+02 
 3.54813389e+08 -6.48858039e+01 -3.11802225e+02 
 3.98107171e+08 -6.51073791e+01 -3.16677146e+02 
 4.46683592e+08 -6.52883178e+01 -3.21120559e+02 
 5.01187234e+08 -6.54353175e+01 -3.25154001e+02 
 5.62341325e+08 -6.55542366e+01 -3.28802725e+02 
 6.30957344e+08 -6.56501019e+01 -3.32094048e+02 
 7.07945784e+08 -6.57271608e+01 -3.35056055e+02 
 7.94328235e+08 -6.57889579e+01 -3.37716622e+02 
 8.91250938e+08 -6.58384219e+01 -3.40102738e+02 
 1.00000000e+09 -6.58779538e+01 -3.42240043e+02 
